"IMSI","IMEI","Start GUMMEI","End GUMMEI","Start Time","End Time","Start Type","End Type","Start MME UE S1AP ID","End MME UE S1AP ID","Start eNB UE S1AP ID","End eNB UE S1AP ID","Total","IMSI Blank","LSR No Key","LSR No IMEI","IMSI Mapped","DMS Not Match","KEY NO IMEI","KEY NO IMSI","IMEI NO KEY","IMEI NO IMSI","IMEI NO NewIMSI","IMSI NO KEY","IMSI NO IMEI","NewIMSI NO IMEI","IMEI Mapped","NewIMSI NO NewIMEI","KEY IMSI Mapping","IMEI IMSI Mapping","DMS IMSI Mapping","KEY NO IMEI Mapping","IMEI NO KEY Mapping","Session Error","Start Type:Connection Reestablishment","Start Type:New Connection","Start Type:S1 Handover","Start Type:Unknown","Start Type:X2 Handover","End Type:Connection Release","End Type:Failed Attempt","End Type:Intra-eNB Handover","End Type:Outgoing S1 Handover","End Type:Outgoing X2 Handover","End Type:Unknown","DMS Match","Key Rate","IMEI Rate","Orig IMSI Rate","KEY NO IMEI Rate","KEY NO IMSI Rate","IMEI NO KEY Rate","IMEI NO IMSI Rate","IMEI NO NewIMSI Rate","IMSI NO KEY Rate","IMSI NO IMEI Rate","NewIMSI NO IMEI Rate","NewIMEI Rate","NewIMSI NO NewIMEI Rate","DMS Not Match Rate","Keyed DMS Match Rate","DMS Match Rate","Mapped Rate","Keyed Mapped Rate","Keyed Mapped Rate (with Blank)","KEY IMSI Mapping Rate","IMEI IMSI Mapping Rate","DMS IMSI Mapping Rate","KEY NO IMEI Mapping Rate","IMEI NO KEY Mapping Rate","File Path","File Time","Sync Time"
"102572","128623","365012","72430","404455","404455","404455","404455","385345","386296","382685","381259","404455","6014","21167","275832","322925","54361","254677","280726","12","26450","1964","10","399","196266","324889","0","313834","128314","324856","196542","0","0","13072","330614","78","9188","51503","324022","3454","","42","64540","12397","328927.0","94.77%","31.8%","25.36%","62.97%","69.41%","0.0%","6.54%","0.49%","0.0%","0.1%","48.53%","80.33%","0.0%","13.44%","85.82%","81.33%","79.84%","84.25%","85.82%","77.59%","31.73%","80.32%","48.59%","0.0%","10.108.200.141/180521/14/2018052114.1526884168.csv","2018-05-21 14:29:28","2018-05-21 14:33:27"
"0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1","0","0","0","","0","0","1","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180521/13/2018052113.1526883993.csv","2018-05-21 14:26:33","2018-05-21 14:27:27"
"118762","148312","418698","81366","464040","464040","464040","464040","442893","443872","439621","438010","464040","5218","23731","315728","314879","120235","292020","321568","23","30082","9194","21","532","175761","324073","0","278526","147953","323789","175836","0","0","14201","381477","86","10141","58135","373922","4222","","64","71827","14005","320074.0","94.89%","31.96%","25.59%","62.93%","69.3%","0.0%","6.48%","1.98%","0.0%","0.11%","37.88%","69.84%","0.0%","25.91%","72.69%","68.98%","67.86%","71.51%","72.7%","60.02%","31.88%","69.78%","37.89%","0.0%","10.108.200.141/180521/14/2018052114.1526883868.csv","2018-05-21 14:24:28","2018-05-21 14:28:28"
"102061","127366","365818","77404","404893","404893","404893","404893","385460","386348","383270","381654","404893","5430","20982","277527","302340","76157","256560","281865","15","25728","4240","15","423","179214","306580","0","285400","127073","306486","179413","0","0","12603","328185","79","9214","54812","318976","4017","","49","69840","12011","307754.0","94.82%","31.46%","25.21%","63.36%","69.61%","0.0%","6.35%","1.05%","0.0%","0.1%","44.26%","75.72%","0.0%","18.81%","80.16%","76.01%","74.67%","78.75%","80.17%","70.49%","31.38%","75.7%","44.31%","0.0%","10.108.200.141/180521/14/2018052114.1526883623.csv","2018-05-21 14:20:23","2018-05-21 14:23:32"
"5","5","7","0","2106","2106","2106","2106","1390","1390","7","7","2106","0","2099","2101","7","0","2","2","0","0","0","0","0","2","7","0","7","5","7","2","0","0","2","7","","714","1383","0","0","","0","0","2106","7.0","0.33%","0.24%","0.24%","0.09%","0.09%","0.0%","0.0%","0.0%","0.0%","0.0%","0.09%","0.33%","0.0%","0.0%","100.0%","0.33%","0.33%","100.0%","100.0%","0.33%","0.24%","0.33%","0.09%","0.0%","10.108.200.141/180521/13/2018052113.1526883593.csv","2018-05-21 14:19:53","2018-05-21 14:22:27"
"122446","153467","438452","91303","473826","473826","473826","473826","459910","460942","459629","457766","473826","1906","13430","320359","198580","259922","306941","337961","12","31514","23931","11","493","69044","222511","0","106107","153086","221830","68744","0","0","15085","392162","107","4945","61527","384445","1988","","61","81904","5428","200474.0","97.17%","32.39%","25.84%","64.78%","71.33%","0.0%","6.65%","5.05%","0.0%","0.1%","14.57%","46.96%","0.0%","54.86%","43.54%","42.31%","41.91%","43.13%","43.55%","22.39%","32.31%","46.82%","14.51%","0.0%","10.108.200.141/180521/14/2018052114.1526883323.csv","2018-05-21 14:15:23","2018-05-21 14:19:23"
"2","3","10","2","12630","12630","12630","12630","3074","3074","11","11","12630","0","12620","12627","10","0","7","8","0","1","0","0","0","7","10","0","10","3","10","7","0","0","423","2869","","6272","3066","0","2860","2","0","0","9768","10.0","0.08%","0.02%","0.02%","0.06%","0.06%","0.0%","0.01%","0.0%","0.0%","0.0%","0.06%","0.08%","0.0%","0.0%","100.0%","0.08%","0.08%","100.0%","100.0%","0.08%","0.02%","0.08%","0.06%","0.0%","10.108.200.141/180521/13/2018052113.1526883313.csv","2018-05-21 14:15:13","2018-05-21 14:18:57"
"1391","1656","16630","16224","33160","33160","33160","33160","18975","19094","16249","15684","33160","45","16868","31504","2941","13308","14638","14902","2","265","219","1","0","1504","3160","0","1864","1654","3159","1505","0","0","1269","9153","5","9614","13119","1","3593","1","0","16638","12927","2984.0","49.13%","4.99%","4.19%","44.14%","44.94%","0.01%","0.8%","0.66%","0.0%","0.0%","4.54%","9.53%","0.0%","40.13%","18.32%","9.0%","8.87%","18.05%","18.33%","5.62%","4.99%","9.53%","4.54%","0.0%","10.108.200.141/180521/13/2018052113.1526883048.csv","2018-05-21 14:10:48","2018-05-21 14:13:58"
"118115","148459","403669","60134","430673","430673","430673","430673","424842","425674","424730","423826","430673","2499","5271","282214","208330","214584","276954","307296","11","30849","21441","9","505","81312","229771","0","126518","148079","229135","81056","0","0","13394","376689","97","10","40483","380830","1","","64","49730","48","210818.0","98.78%","34.47%","27.43%","64.31%","71.35%","0.0%","7.16%","4.98%","0.0%","0.12%","18.88%","53.35%","0.0%","49.83%","49.56%","48.95%","48.37%","48.97%","49.56%","29.38%","34.38%","53.2%","18.82%","0.0%","10.108.200.141/180521/14/2018052114.1526883018.csv","2018-05-21 14:10:18","2018-05-21 14:14:18"
"5677","6721","57588","55730","74495","74495","74495","74495","58679","59285","55776","53809","74495","173","18489","67774","11695","44149","49295","50339","10","1045","843","10","1","5817","12538","0","7185","6718","12536","5818","0","0","3644","26506","21","10024","34300","1","3380","1","0","57690","13423","11857.0","75.18%","9.02%","7.62%","66.17%","67.57%","0.01%","1.4%","1.13%","0.01%","0.0%","7.81%","16.83%","0.0%","59.26%","21.17%","15.92%","15.7%","20.88%","21.19%","9.64%","9.02%","16.83%","7.81%","0.0%","10.108.200.141/180521/13/2018052113.1526882803.csv","2018-05-21 14:06:43","2018-05-21 14:10:13"
"97579","122595","308694","17556","333928","333928","333928","333928","329903","330328","329895","330361","333928","57","3619","211333","100797","229460","207719","232733","5","25495","25227","3","479","3429","126024","0","4289","122271","125228","2957","0","0","9596","305866","75","7","18384","326434","2","","47","7383","62","100849.0","98.92%","36.71%","29.22%","62.2%","69.7%","0.0%","7.63%","7.55%","0.0%","0.14%","1.03%","37.74%","0.0%","68.72%","30.53%","30.2%","30.19%","30.52%","30.53%","1.28%","36.62%","37.5%","0.89%","0.0%","10.108.200.141/180521/14/2018052114.1526882773.csv","2018-05-21 14:06:13","2018-05-21 14:09:47"
"6008","7078","64270","61205","81910","81910","81910","81910","65988","66562","62623","60487","81910","185","19099","74832","13619","49010","55736","56806","3","1072","788","3","2","7329","14407","0","9080","7074","14404","7330","0","0","3676","28478","23","9509","40224","1444","4002","","0","63079","13385","13801.0","76.68%","8.64%","7.33%","68.05%","69.35%","0.0%","1.31%","0.96%","0.0%","0.0%","8.95%","17.59%","0.0%","59.83%","21.97%","16.85%","16.63%","21.68%","21.98%","11.09%","8.64%","17.59%","8.95%","0.0%","10.108.200.141/180521/13/2018052113.1526882538.csv","2018-05-21 14:02:18","2018-05-21 14:05:43"
"95741","120162","301502","17086","323182","323182","323182","323182","319304","319732","319271","319748","323182","1939","3474","203020","175374","142400","199551","223971","5","24836","16317","4","415","71529","191691","0","112962","119870","191188","71318","0","0","9352","299063","66","14","14687","315950","1","","46","7130","55","177308.0","98.93%","37.18%","29.62%","61.75%","69.3%","0.0%","7.68%","5.05%","0.0%","0.13%","22.13%","59.31%","0.0%","44.06%","55.46%","54.86%","54.26%","54.85%","55.46%","34.95%","37.09%","59.16%","22.07%","0.0%","10.108.200.141/180521/14/2018052114.1526882503.csv","2018-05-21 14:01:43","2018-05-21 14:05:13"
"93542","116879","333951","68941","371701","371701","371701","371701","353072","354032","350244","348845","371701","1663","20806","254822","158022","191216","234022","257357","6","23736","17273","4","399","58416","175295","0","89959","116594","174792","58198","0","0","12165","301726","72","8866","48872","294023","3834","","49","61603","12192","159679.0","94.4%","31.44%","25.17%","62.96%","69.24%","0.0%","6.39%","4.65%","0.0%","0.11%","15.72%","47.16%","0.0%","51.44%","45.51%","42.96%","42.51%","45.03%","45.51%","24.2%","31.37%","47.02%","15.66%","0.0%","10.108.200.141/180521/13/2018052113.1526882293.csv","2018-05-21 13:58:13","2018-05-21 14:01:37"
"105447","131642","374230","77094","415330","415330","415330","415330","396370","397310","393285","391639","415330","4484","21423","283688","275186","114250","262277","288471","12","26632","8420","11","437","151964","283606","0","241180","131270","283355","152085","0","0","13159","338174","103","8799","55095","330496","3914","","65","68434","12421","279657.0","94.84%","31.7%","25.39%","63.15%","69.46%","0.0%","6.41%","2.03%","0.0%","0.11%","36.59%","68.28%","0.0%","27.51%","71.0%","67.33%","66.26%","69.86%","71.0%","58.07%","31.61%","68.22%","36.62%","0.0%","10.108.200.141/180521/13/2018052113.1526882043.csv","2018-05-21 13:54:03","2018-05-21 13:58:02"
"100508","125619","355725","69037","393974","393974","393974","393974","375834","376687","373081","371703","393974","5475","20252","268355","308094","60160","248109","273220","6","25550","2812","6","439","185287","310906","0","295847","125284","310841","185557","0","0","12499","323502","121","8577","49309","317269","3689","","43","61206","11767","313562.0","94.86%","31.89%","25.51%","62.98%","69.35%","0.0%","6.49%","0.71%","0.0%","0.11%","47.03%","78.92%","0.0%","15.27%","83.9%","79.59%","78.2%","82.44%","83.9%","75.09%","31.8%","78.9%","47.1%","0.0%","10.108.200.141/180521/13/2018052113.1526881783.csv","2018-05-21 13:49:43","2018-05-21 13:53:17"
"100898","125993","355522","69363","394182","394182","394182","394182","375539","376469","372647","371350","394182","5753","20855","268189","312623","54972","247355","272448","21","25507","2305","19","412","188935","314928","0","302372","125666","314883","189217","0","0","12977","323452","98","8825","48830","316462","3641","","58","61833","12188","318355.0","94.71%","31.96%","25.6%","62.75%","69.12%","0.01%","6.47%","0.58%","0.0%","0.1%","47.93%","79.89%","0.0%","13.95%","85.28%","80.76%","79.31%","83.74%","85.28%","76.71%","31.88%","79.88%","48.0%","0.0%","10.108.200.141/180521/13/2018052113.1526881538.csv","2018-05-21 13:45:38","2018-05-21 13:48:43"
"105111","130779","367650","70376","406661","406661","406661","406661","388743","389622","385695","384313","406661","6240","20295","275882","327812","52319","255591","281260","4","26078","1917","5","410","198950","329729","0","318790","130427","329699","199272","0","0","12664","335307","85","7965","50640","328712","4013","1","57","62406","11472","334047.0","95.01%","32.16%","25.85%","62.85%","69.16%","0.0%","6.41%","0.47%","0.0%","0.1%","48.92%","81.08%","0.0%","12.87%","86.46%","82.14%","80.61%","84.84%","86.46%","78.39%","32.07%","81.07%","49.0%","0.0%","10.108.200.141/180521/13/2018052113.1526881283.csv","2018-05-21 13:41:23","2018-05-21 13:44:58"
"99733","123950","352902","73330","391766","391766","391766","391766","373512","374435","370483","368942","391766","5798","20617","267816","308920","56445","247212","271428","13","24633","2088","12","416","187058","311008","0","298838","123661","310978","187317","0","0","12352","317676","87","8841","52810","309849","3601","","37","65962","12317","314704.0","94.74%","31.64%","25.46%","63.1%","69.28%","0.0%","6.29%","0.53%","0.0%","0.11%","47.75%","79.39%","0.0%","14.41%","84.79%","80.33%","78.85%","83.23%","84.8%","76.28%","31.57%","79.38%","47.81%","0.0%","10.108.200.141/180521/13/2018052113.1526881038.csv","2018-05-21 13:37:18","2018-05-21 13:40:38"
"102576","127862","359936","70747","398318","398318","398318","398318","379988","380898","377184","375695","398318","6114","20488","270456","317752","53983","249987","275273","19","25757","2191","19","471","192081","319943","0","307677","127584","319890","192306","0","0","13079","327053","89","8502","49595","319990","3569","","48","62916","11795","323847.0","94.86%","32.1%","25.75%","62.76%","69.11%","0.0%","6.47%","0.55%","0.0%","0.12%","48.22%","80.32%","0.0%","13.55%","85.71%","81.3%","79.77%","84.1%","85.72%","77.24%","32.03%","80.31%","48.28%","0.0%","10.108.200.141/180521/13/2018052113.1526880788.csv","2018-05-21 13:33:08","2018-05-21 13:37:07"
"124050","154975","435955","85789","483862","483862","483862","483862","460950","462034","457339","455596","483862","5929","25753","328887","342103","110093","303150","334073","16","31501","7747","14","576","194875","349850","0","311013","154597","349593","194996","0","0","15244","395781","113","11117","61607","387595","4430","2","50","76496","15289","348016.0","94.68%","32.03%","25.64%","62.65%","69.04%","0.0%","6.51%","1.6%","0.0%","0.12%","40.27%","72.3%","0.0%","22.75%","75.97%","71.92%","70.7%","74.68%","75.97%","64.28%","31.95%","72.25%","40.3%","0.0%","10.108.200.141/180521/13/2018052113.1526880483.csv","2018-05-21 13:28:03","2018-05-21 13:32:03"
"104106","130217","366484","70433","405464","405464","405464","405464","386783","387738","383790","382400","405464","5386","20954","275247","298955","80174","254297","280409","4","26565","5302","5","454","174040","304257","0","278018","129903","304105","174202","0","0","13433","332666","85","8848","50432","326720","3371","","37","62988","12348","304336.0","94.83%","32.12%","25.68%","62.72%","69.16%","0.0%","6.55%","1.31%","0.0%","0.11%","42.92%","75.04%","0.0%","19.77%","79.15%","75.06%","73.73%","77.75%","79.15%","68.57%","32.04%","75.0%","42.96%","0.0%","10.108.200.141/180521/13/2018052113.1526880223.csv","2018-05-21 13:23:43","2018-05-21 13:27:42"
"0","0","1","0","106","106","106","106","106","106","1","1","106","0","105","106","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","1","","0","105","0","0","","0","0","106","1.0","0.94%","0.0%","0.0%","0.94%","0.94%","0.0%","0.0%","0.0%","0.0%","0.0%","0.94%","0.94%","0.0%","0.0%","100.0%","0.94%","0.94%","100.0%","100.0%","0.94%","0.0%","0.94%","0.94%","0.0%","10.108.200.141/180521/12/2018052112.1526880103.csv","2018-05-21 13:21:43","2018-05-21 13:22:28"
"100739","125915","361235","77497","400315","400315","400315","400315","381464","382419","379844","378101","400315","5998","19820","274400","312765","61742","254590","279765","10","25609","2322","9","433","189172","315087","0","301788","125523","315035","189512","0","0","13027","322594","79","9229","55386","314709","3513","","46","70590","11457","318753.0","95.05%","31.45%","25.16%","63.6%","69.89%","0.0%","6.4%","0.58%","0.0%","0.11%","47.26%","78.71%","0.0%","15.42%","83.77%","79.63%","78.13%","82.2%","83.78%","75.39%","31.36%","78.7%","47.34%","0.0%","10.108.200.141/180521/13/2018052113.1526879978.csv","2018-05-21 13:19:38","2018-05-21 13:23:28"
"0","0","0","0","5567","5567","5567","5567","2832","2832","0","0","5567","0","5567","5567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","772","","1823","2832","0","772","","0","0","4795","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180521/12/2018052112.1526879833.csv","2018-05-21 13:17:13","2018-05-21 13:20:42"
"106008","132385","374250","72953","403214","403214","403214","403214","392369","393293","392186","390667","403214","3079","10371","270829","219150","170623","260467","286843","9","26807","15198","8","430","101963","234348","0","159694","131989","233882","101893","0","0","13160","336551","82","3483","49938","332397","1239","","41","65693","3844","222220.0","97.43%","32.83%","26.29%","64.6%","71.14%","0.0%","6.65%","3.77%","0.0%","0.11%","25.29%","58.12%","0.0%","42.32%","56.57%","55.11%","54.35%","55.79%","56.57%","39.61%","32.73%","58.0%","25.27%","0.0%","10.108.200.141/180521/13/2018052113.1526879723.csv","2018-05-21 13:15:23","2018-05-21 13:18:33"
"0","0","0","0","16631","16631","16631","16631","2904","2904","0","0","16631","0","16631","16631","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","716","3705","1","9306","2903","0","3705","","0","0","12926","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180521/12/2018052112.1526879573.csv","2018-05-21 13:12:53","2018-05-21 13:16:27"
"120599","150812","410095","63139","439981","439981","439981","439981","433191","434150","433044","432090","439981","2391","6165","289169","208539","222903","283021","313232","17","30707","21782","15","494","79509","230321","0","123950","150427","229679","79252","0","0","14711","380047","64","11","45148","385182","2","","39","54713","45","210913.0","98.6%","34.28%","27.41%","64.33%","71.19%","0.0%","6.98%","4.95%","0.0%","0.11%","18.07%","52.35%","0.0%","50.66%","48.62%","47.94%","47.4%","48.07%","48.62%","28.17%","34.19%","52.2%","18.01%","0.0%","10.108.200.141/180521/13/2018052113.1526879418.csv","2018-05-21 13:10:18","2018-05-21 13:14:18"
"5053","5939","56215","54597","74353","74353","74353","74353","58203","58647","54887","52995","74353","160","19258","68414","11129","43812","49162","50048","6","886","699","6","0","5889","11828","0","7160","5931","11822","5891","0","0","3197","24250","16","9944","36946","0","4201","","0","56294","13858","11283.0","74.1%","7.99%","6.8%","66.12%","67.31%","0.01%","1.19%","0.94%","0.01%","0.0%","7.92%","15.91%","0.0%","58.92%","20.48%","15.17%","14.97%","20.2%","20.49%","9.63%","7.98%","15.9%","7.92%","0.0%","10.108.200.141/180521/12/2018052112.1526879308.csv","2018-05-21 13:08:28","2018-05-21 13:12:17"
