"IMSI","IMEI","Start GUMMEI","End GUMMEI","Start Time","End Time","Start Type","End Type","Start MME UE S1AP ID","End MME UE S1AP ID","Start eNB UE S1AP ID","End eNB UE S1AP ID","Total","IMSI Blank","LSR No Key","LSR No IMEI","IMSI Mapped","DMS Not Match","KEY NO IMEI","KEY NO IMSI","IMEI NO KEY","IMEI NO IMSI","IMEI NO NewIMSI","IMSI NO KEY","IMSI NO IMEI","NewIMSI NO IMEI","IMEI Mapped","NewIMSI NO NewIMEI","KEY IMSI Mapping","IMEI IMSI Mapping","DMS IMSI Mapping","KEY NO IMEI Mapping","IMEI NO KEY Mapping","Session Error","Start Type:Connection Reestablishment","Start Type:New Connection","Start Type:S1 Handover","Start Type:Unknown","Start Type:X2 Handover","End Type:Connection Release","End Type:Failed Attempt","End Type:Intra-eNB Handover","End Type:Outgoing S1 Handover","End Type:Outgoing X2 Handover","End Type:Unknown","DMS Match","Key Rate","IMEI Rate","Orig IMSI Rate","KEY NO IMEI Rate","KEY NO IMSI Rate","IMEI NO KEY Rate","IMEI NO IMSI Rate","IMEI NO NewIMSI Rate","IMSI NO KEY Rate","IMSI NO IMEI Rate","NewIMSI NO IMEI Rate","NewIMEI Rate","NewIMSI NO NewIMEI Rate","DMS Not Match Rate","Keyed DMS Match Rate","DMS Match Rate","Mapped Rate","Keyed Mapped Rate","Keyed Mapped Rate (with Blank)","KEY IMSI Mapping Rate","IMEI IMSI Mapping Rate","DMS IMSI Mapping Rate","KEY NO IMEI Mapping Rate","IMEI NO KEY Mapping Rate","File Path","File Time","Sync Time"
"102905","130850","357838","65805","397856","397856","397856","397856","378599","379493","375604","374292","397856","4797","21582","267006","283984","87506","245437","273381","13","28385","6922","12","440","160056","290906","0","257739","130450","290715","160265","0","0","13708","330027","102","9311","44721","323594","3518","","55","57790","12899","288768.0","94.58%","32.89%","25.86%","61.69%","68.71%","0.0%","7.13%","1.74%","0.0%","0.11%","40.23%","73.12%","0.0%","21.99%","76.74%","72.58%","71.38%","75.47%","76.75%","64.78%","32.79%","73.07%","40.28%","0.0%","10.108.200.141/180515/14/2018051514.1526367458.csv","2018-05-15 14:57:38","1970-01-01 08:00:00"
"0","0","0","0","2","2","2","2","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","","0","0","2","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180515/13/2018051513.1526367338.csv","2018-05-15 14:55:38","1970-01-01 08:00:00"
"102029","129178","352698","66110","391869","391869","391869","391869","373138","373976","370371","369105","391869","5844","20830","262691","317148","48074","241885","269036","24","27627","1929","26","478","189899","319077","0","308182","128741","319023","190282","0","0","13750","324805","66","8626","44622","318131","3639","","38","58063","11998","322965.0","94.68%","32.96%","26.04%","61.73%","68.65%","0.01%","7.05%","0.49%","0.01%","0.12%","48.46%","81.42%","0.0%","12.27%","87.04%","82.42%","80.93%","85.48%","87.05%","78.64%","32.85%","81.41%","48.56%","0.0%","10.108.200.141/180515/14/2018051514.1526367213.csv","2018-05-15 14:53:33","1970-01-01 08:00:00"
"121528","153623","420218","80182","467612","467612","467612","467612","445122","446169","441416","439758","467612","6584","25456","313989","366976","68618","288554","320646","21","32587","3696","18","492","217049","370672","0","351431","153204","370558","217354","0","0","16392","386429","99","10149","54543","377151","4489","","60","71267","14645","373538.0","94.56%","32.85%","25.99%","61.71%","68.57%","0.0%","6.97%","0.79%","0.0%","0.11%","46.42%","79.27%","0.0%","14.67%","84.48%","79.88%","78.48%","83.0%","84.49%","75.15%","32.76%","79.24%","46.48%","0.0%","10.108.200.141/180515/14/2018051514.1526366908.csv","2018-05-15 14:48:28","1970-01-01 08:00:00"
"0","0","2","2","2","2","2","2","2","2","2","2","2","0","0","2","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","2","0","0","","0","2","0","0.0","100.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180515/13/2018051513.1526366853.csv","2018-05-15 14:47:33","1970-01-01 08:00:00"
"125997","159824","434923","80238","482927","482927","482927","482927","459350","460300","456073","454410","482927","2376","26105","323103","220119","234342","297013","330838","15","34320","23976","13","493","84271","244095","0","132654","159314","243391","84077","0","0","16200","401651","86","11524","53466","392205","4492","1","80","70660","15489","222480.0","94.59%","33.09%","26.09%","61.5%","68.51%","0.0%","7.11%","4.96%","0.0%","0.1%","17.45%","50.54%","0.0%","48.53%","48.7%","46.07%","45.58%","48.18%","48.7%","27.47%","32.99%","50.4%","17.41%","0.0%","10.108.200.141/180515/14/2018051514.1526366608.csv","2018-05-15 14:43:28","1970-01-01 08:00:00"
"97360","123105","338213","64315","376993","376993","376993","376993","357487","358342","354875","353358","376993","2528","21558","253888","198269","154669","232360","258102","30","26154","15154","27","409","90318","213423","0","142937","122742","212987","90245","0","0","12489","311141","84","10062","43217","303278","3633","","57","56740","13285","200766.0","94.28%","32.65%","25.83%","61.64%","68.46%","0.01%","6.94%","4.02%","0.01%","0.11%","23.96%","56.61%","0.0%","41.03%","56.48%","53.25%","52.59%","55.78%","56.49%","37.92%","32.56%","56.5%","23.94%","0.0%","10.108.200.141/180515/14/2018051514.1526366363.csv","2018-05-15 14:39:23","1970-01-01 08:00:00"
"1","2","8","3","29","29","29","29","27","27","27","27","29","2","2","27","25","0","25","26","0","1","0","0","0","23","25","0","25","2","25","23","0","0","0","20","","4","5","22","0","","0","0","7","27.0","93.1%","6.9%","3.45%","86.21%","89.66%","0.0%","3.45%","0.0%","0.0%","0.0%","79.31%","86.21%","0.0%","0.0%","100.0%","93.1%","86.21%","92.59%","100.0%","86.21%","6.9%","86.21%","79.31%","0.0%","10.108.200.141/180515/13/2018051513.1526366183.csv","2018-05-15 14:36:23","1970-01-01 08:00:00"
"126012","158816","437063","83840","484206","484206","484206","484206","461529","462608","458026","456102","484206","5516","25446","325390","347026","106259","299985","332787","41","33340","8049","39","536","196259","355075","0","315665","158377","354804","196427","0","0","16342","401280","77","10558","55949","391034","4328","","54","73929","14861","352501.0","94.74%","32.8%","26.02%","61.95%","68.73%","0.01%","6.89%","1.66%","0.01%","0.11%","40.53%","73.33%","0.0%","21.94%","76.84%","72.8%","71.67%","75.64%","76.85%","65.19%","32.71%","73.28%","40.57%","0.0%","10.108.200.141/180515/14/2018051514.1526366063.csv","2018-05-15 14:34:23","1970-01-01 08:00:00"
"97103","122578","331505","58030","366393","366393","366393","366393","349671","350416","347171","345933","366393","5249","18656","243815","299988","42503","225162","250636","3","25913","1802","2","438","179212","301790","0","291523","122251","301751","179500","0","0","11508","307534","40","8457","38854","301819","3104","","38","49905","11527","305234.0","94.91%","33.46%","26.5%","61.45%","68.41%","0.0%","7.07%","0.49%","0.0%","0.12%","48.91%","82.37%","0.0%","11.6%","87.78%","83.31%","81.88%","86.27%","87.78%","79.57%","33.37%","82.36%","48.99%","0.0%","10.108.200.141/180515/14/2018051514.1526365818.csv","2018-05-15 14:30:18","1970-01-01 08:00:00"
"102605","129771","357741","69677","398249","398249","398249","398249","378942","379860","375937","374422","398249","4440","21639","268478","279884","92308","246861","274024","22","27565","7062","19","399","157175","286946","0","252462","129454","286758","157304","0","0","13062","328089","80","9290","47728","319505","3938","","45","61876","12885","284302.0","94.57%","32.59%","25.76%","61.99%","68.81%","0.01%","6.92%","1.77%","0.0%","0.1%","39.47%","72.05%","0.0%","23.18%","75.49%","71.39%","70.28%","74.32%","75.5%","63.39%","32.51%","72.0%","39.5%","0.0%","10.108.200.141/180515/14/2018051514.1526365573.csv","2018-05-15 14:26:13","1970-01-01 08:00:00"
"1","3","3","0","561","561","561","561","546","546","3","3","561","0","558","558","2","1","0","2","0","2","1","0","0","0","3","0","2","2","2","0","0","0","0","18","","0","543","0","15","","0","0","546","2.0","0.53%","0.53%","0.18%","0.0%","0.36%","0.0%","0.36%","0.18%","0.0%","0.0%","0.0%","0.53%","0.0%","0.18%","66.67%","0.36%","0.36%","66.67%","66.67%","0.36%","0.36%","0.36%","0.0%","0.0%","10.108.200.141/180515/13/2018051513.1526365273.csv","2018-05-15 14:21:13","1970-01-01 08:00:00"
"123067","155530","427637","81314","475529","475529","475529","475529","452242","453241","449420","447659","475529","6403","25312","319999","374176","69644","294692","327156","5","33020","3583","6","557","222229","377759","0","359216","155151","377690","222539","0","0","16145","392569","91","11152","55572","383818","4547","","53","72466","14645","380573.0","94.68%","32.71%","25.88%","61.97%","68.8%","0.0%","6.94%","0.75%","0.0%","0.12%","46.73%","79.44%","0.0%","14.65%","84.53%","80.03%","78.69%","83.11%","84.53%","75.54%","32.63%","79.43%","46.8%","0.0%","10.108.200.141/180515/14/2018051514.1526365273.csv","2018-05-15 14:21:13","1970-01-01 08:00:00"
"0","0","7","0","8719","8719","8719","8719","2709","2709","7","7","8719","0","8717","8719","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","298","1677","","4037","2707","0","1670","","0","0","7049","0.0","0.02%","0.0%","0.0%","0.02%","0.02%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.02%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180515/13/2018051513.1526364973.csv","2018-05-15 14:16:13","1970-01-01 08:00:00"
"121065","153037","417373","75755","453841","453841","453841","453841","437735","438719","437444","435833","453841","3739","15659","300804","270213","164240","285155","317126","10","32494","15521","9","522","132697","285734","0","212050","152677","285327","132650","0","0","15458","384484","117","6462","47320","377267","2606","","76","66652","7240","273942.0","96.55%","33.72%","26.68%","62.83%","69.88%","0.0%","7.16%","3.42%","0.0%","0.12%","29.24%","62.96%","0.0%","36.19%","62.52%","60.36%","59.54%","61.67%","62.52%","46.72%","33.64%","62.87%","29.23%","0.0%","10.108.200.141/180515/14/2018051514.1526364968.csv","2018-05-15 14:16:08","1970-01-01 08:00:00"
"219","253","4523","4435","20423","20423","20423","20423","7273","7286","4482","4371","20423","3","15934","20170","414","4072","4236","4270","0","34","29","0","0","190","443","0","223","252","443","191","0","0","730","4704","","8683","6306","1","3777","","0","4517","12128","417.0","21.98%","1.24%","1.07%","20.74%","20.91%","0.0%","0.17%","0.14%","0.0%","0.0%","0.93%","2.17%","0.0%","19.94%","9.29%","2.04%","2.03%","9.22%","9.29%","1.09%","1.23%","2.17%","0.94%","0.0%","10.108.200.141/180515/13/2018051513.1526364723.csv","2018-05-15 14:12:03","1970-01-01 08:00:00"
"121192","152937","413689","70780","442304","442304","442304","442304","435840","436818","435754","434329","442304","3458","5856","289367","260298","172703","283522","315267","11","32264","16734","11","519","124095","277032","0","197610","152546","276546","124000","0","0","14860","381362","97","3","45982","380054","2","","87","62032","129","263745.0","98.68%","34.58%","27.4%","64.1%","71.28%","0.0%","7.29%","3.78%","0.0%","0.12%","28.06%","62.63%","0.0%","39.05%","60.43%","59.63%","58.85%","59.64%","60.43%","44.68%","34.49%","62.52%","28.04%","0.0%","10.108.200.141/180515/14/2018051514.1526364668.csv","2018-05-15 14:11:08","1970-01-01 08:00:00"
"5247","6199","49455","47531","65448","65448","65448","65448","50755","51166","48244","46478","65448","121","16989","59249","10988","37354","42264","43216","4","952","782","4","0","5571","11770","0","6812","6197","11768","5571","0","0","3157","25340","23","8766","28162","0","4091","","0","49525","11832","11105.0","74.04%","9.47%","8.02%","64.58%","66.03%","0.01%","1.45%","1.19%","0.01%","0.0%","8.51%","17.98%","0.0%","57.07%","22.92%","16.97%","16.79%","22.67%","22.92%","10.41%","9.47%","17.98%","8.51%","0.0%","10.108.200.141/180515/13/2018051513.1526364463.csv","2018-05-15 14:07:43","1970-01-01 08:00:00"
"120508","152839","376706","21083","405290","405290","405290","405290","400392","400960","400422","401050","405290","2758","4357","252451","234262","163930","248111","280441","17","32810","19735","16","479","101158","253997","0","162150","152437","253426","100989","0","0","11858","373518","61","0","19853","396193","3","","59","8888","147","237003.0","98.92%","37.71%","29.73%","61.22%","69.2%","0.0%","8.1%","4.87%","0.0%","0.12%","24.96%","62.67%","0.0%","40.45%","59.11%","58.48%","57.8%","58.43%","59.12%","40.01%","37.61%","62.53%","24.92%","0.0%","10.108.200.141/180515/14/2018051514.1526364368.csv","2018-05-15 14:06:08","1970-01-01 08:00:00"
"6327","7483","58484","56347","75479","75479","75479","75479","59927","60420","56963","54870","75479","162","18240","67996","13058","44026","49763","50918","7","1156","947","6","0","6522","14005","0","8009","7472","13998","6526","0","0","3692","29069","20","9794","32904","0","3654","","0","58552","13273","13213.0","75.83%","9.91%","8.38%","65.93%","67.46%","0.01%","1.53%","1.25%","0.01%","0.0%","8.64%","18.55%","0.0%","58.33%","23.08%","17.51%","17.3%","22.81%","23.1%","10.61%","9.9%","18.55%","8.65%","0.0%","10.108.200.141/180515/13/2018051513.1526364208.csv","2018-05-15 14:03:28","1970-01-01 08:00:00"
"94708","120301","297147","16182","320021","320021","320021","320021","315946","316390","315967","316447","320021","985","3653","199720","140023","175366","196071","221666","4","25997","20911","6","404","40633","160934","0","64274","120000","160338","40338","0","0","9841","294668","39","1","15472","312390","0","","31","7483","117","141002.0","98.86%","37.59%","29.59%","61.27%","69.27%","0.0%","8.12%","6.53%","0.0%","0.13%","12.7%","50.29%","0.0%","54.8%","44.57%","44.06%","43.75%","44.26%","44.57%","20.08%","37.5%","50.1%","12.6%","0.0%","10.108.200.141/180515/14/2018051514.1526364103.csv","2018-05-15 14:01:43","1970-01-01 08:00:00"
"0","0","0","0","34","34","34","34","12","12","0","0","34","0","34","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","14","20","0","0","","0","0","34","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180515/12/2018051512.1526363973.csv","2018-05-15 13:59:33","1970-01-01 08:00:00"
"89278","112963","315683","66975","357246","357246","357246","357246","334291","335117","331168","329443","357246","1475","25542","244283","151603","178641","218755","242439","14","24041","17433","13","356","56073","169036","0","87424","112669","168540","55871","0","0","11594","287646","72","13266","44668","275113","4442","","37","60457","17197","153063.0","92.85%","31.62%","24.99%","61.23%","67.86%","0.0%","6.73%","4.88%","0.0%","0.1%","15.7%","47.32%","0.0%","50.01%","46.14%","42.85%","42.44%","45.7%","46.15%","24.47%","31.54%","47.18%","15.64%","0.0%","10.108.200.141/180515/13/2018051513.1526363903.csv","2018-05-15 13:58:23","1970-01-01 08:00:00"
"103737","131182","358408","64964","399841","399841","399841","399841","380957","381775","378173","376823","399841","4822","21048","268659","294757","79224","247620","275061","9","27829","5824","5","384","169399","300581","0","271967","130832","300418","169586","0","0","13036","331228","92","9347","46138","325970","3575","","45","57584","12667","299569.0","94.74%","32.81%","25.94%","61.93%","68.79%","0.0%","6.96%","1.46%","0.0%","0.1%","42.37%","75.18%","0.0%","19.81%","79.09%","74.92%","73.72%","77.81%","79.09%","68.02%","32.72%","75.13%","42.41%","0.0%","10.108.200.141/180515/13/2018051513.1526363658.csv","2018-05-15 13:54:18","1970-01-01 08:00:00"
"101226","127896","353549","69523","393313","393313","393313","393313","373898","374739","370863","369403","393313","5077","21762","265417","295124","71359","243664","270333","9","27057","4666","8","387","171894","299790","0","276941","127581","299667","172086","0","0","13453","323328","70","8704","47758","314031","4414","","43","62536","12289","300192.0","94.47%","32.52%","25.74%","61.95%","68.73%","0.0%","6.88%","1.19%","0.0%","0.1%","43.7%","76.22%","0.0%","18.14%","80.79%","76.32%","75.04%","79.43%","80.8%","70.41%","32.44%","76.19%","43.75%","0.0%","10.108.200.141/180515/13/2018051513.1526363403.csv","2018-05-15 13:50:03","1970-01-01 08:00:00"
"103811","131564","359889","65685","399454","399454","399454","399454","379609","380458","376863","375561","399454","5744","21920","267890","323563","48247","245989","273740","19","28162","1945","17","409","193944","325508","0","314407","131159","325461","194302","0","0","13848","332531","91","8917","44067","324206","4364","","49","58589","12246","329287.0","94.51%","32.94%","25.99%","61.58%","68.53%","0.0%","7.05%","0.49%","0.0%","0.1%","48.55%","81.49%","0.0%","12.08%","87.22%","82.43%","81.0%","85.7%","87.23%","78.71%","32.83%","81.48%","48.64%","0.0%","10.108.200.141/180515/13/2018051513.1526363153.csv","2018-05-15 13:45:53","1970-01-01 08:00:00"
"118792","150317","411871","77406","460060","460060","460060","460060","436545","437471","433416","431731","460060","5169","25901","309743","320703","108304","283859","315384","17","32062","8592","17","537","178978","329295","0","287445","149857","329006","179149","0","0","15349","378879","80","11661","54091","370442","4712","1","42","69341","15522","325855.0","94.37%","32.67%","25.82%","61.7%","68.55%","0.0%","6.97%","1.87%","0.0%","0.12%","38.9%","71.58%","0.0%","23.54%","75.05%","70.83%","69.71%","73.87%","75.06%","62.48%","32.57%","71.51%","38.94%","0.0%","10.108.200.141/180515/13/2018051513.1526362853.csv","2018-05-15 13:40:53","1970-01-01 08:00:00"
"39","45","113","17","157","157","157","157","154","154","154","154","157","10","3","112","144","0","109","115","0","6","0","0","0","99","144","0","141","45","144","99","0","0","0","127","","20","10","116","0","","1","0","40","154.0","98.09%","28.66%","24.84%","69.43%","73.25%","0.0%","3.82%","0.0%","0.0%","0.0%","63.06%","91.72%","0.0%","0.0%","100.0%","98.09%","91.72%","93.51%","100.0%","89.81%","28.66%","91.72%","63.06%","0.0%","10.108.200.141/180515/12/2018051512.1526362793.csv","2018-05-15 13:39:53","1970-01-01 08:00:00"
"103363","130682","355627","64147","396504","396504","396504","396504","375844","376702","373191","371878","396504","5391","22651","265822","310521","57951","243181","270499","10","27781","3377","9","462","183216","313898","0","296585","130340","313810","183470","0","0","13138","328279","87","10887","44113","321656","3592","3","52","56969","14232","315902.0","94.29%","32.96%","26.07%","61.33%","68.22%","0.0%","7.01%","0.85%","0.0%","0.12%","46.21%","79.17%","0.0%","14.62%","84.5%","79.67%","78.31%","83.06%","84.5%","74.8%","32.87%","79.14%","46.27%","0.0%","10.108.200.141/180515/13/2018051513.1526362608.csv","2018-05-15 13:36:48","1970-01-01 08:00:00"
"102700","129836","362565","74690","403686","403686","403686","403686","385075","386011","381904","380143","403686","4518","21104","273850","279802","98285","252769","279902","23","27586","7623","20","450","157589","287425","0","251304","129473","287196","157723","0","0","13962","327982","85","8444","53213","319253","3575","4","54","68535","12265","284297.0","94.77%","32.16%","25.44%","62.62%","69.34%","0.01%","6.83%","1.89%","0.0%","0.11%","39.04%","71.2%","0.0%","24.35%","74.31%","70.43%","69.31%","73.14%","74.32%","62.25%","32.07%","71.14%","39.07%","0.0%","10.108.200.141/180515/13/2018051513.1526362353.csv","2018-05-15 13:32:33","1970-01-01 08:00:00"
"119520","151076","409389","73489","455618","455618","455618","455618","432979","433923","429695","428168","455618","6216","25216","304542","354280","69923","279343","310899","17","32059","4425","17","503","207629","358705","0","336624","150624","358583","207959","0","0","15950","378768","112","10730","50058","371026","4465","2","61","65224","14840","360479.0","94.47%","33.16%","26.23%","61.31%","68.24%","0.0%","7.04%","0.97%","0.0%","0.11%","45.57%","78.73%","0.0%","15.35%","83.75%","79.12%","77.76%","82.31%","83.76%","73.88%","33.06%","78.7%","45.64%","0.0%","10.108.200.141/180515/13/2018051513.1526362048.csv","2018-05-15 13:27:28","1970-01-01 08:00:00"
"0","0","0","0","2","2","2","2","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","","0","0","2","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180515/12/2018051512.1526362018.csv","2018-05-15 13:26:58","1970-01-01 08:00:00"
"102106","129640","355572","68071","398312","398312","398312","398312","377771","378674","374669","373143","398312","5628","22987","268672","319810","49903","245701","273231","16","27926","2013","12","392","192183","321823","0","310821","129287","321796","192509","0","0","14332","326063","69","9748","48100","319333","3840","2","53","61593","13491","325422.0","94.23%","32.55%","25.63%","61.69%","68.6%","0.0%","7.01%","0.51%","0.0%","0.1%","48.25%","80.8%","0.0%","12.53%","86.7%","81.7%","80.29%","85.21%","86.71%","78.03%","32.46%","80.79%","48.33%","0.0%","10.108.200.141/180515/13/2018051513.1526361803.csv","2018-05-15 13:23:23","1970-01-01 08:00:00"
"2","2","4","1","154","154","154","154","45","45","4","4","154","0","150","152","4","0","2","2","0","0","0","0","0","2","4","0","4","2","4","2","0","0","2","4","","107","41","0","0","1","0","0","153","4.0","2.6%","1.3%","1.3%","1.3%","1.3%","0.0%","0.0%","0.0%","0.0%","0.0%","1.3%","2.6%","0.0%","0.0%","100.0%","2.6%","2.6%","100.0%","100.0%","2.6%","1.3%","2.6%","1.3%","0.0%","10.108.200.141/180515/12/2018051512.1526361733.csv","2018-05-15 13:22:13","1970-01-01 08:00:00"
"100948","127807","354794","71882","394894","394894","394894","394894","374215","375067","372806","371159","394894","5397","21421","267087","304876","63209","245675","272534","9","27253","3353","9","394","180422","308229","0","291486","127496","308159","180663","0","0","13873","321317","82","10029","49593","313376","3849","","42","65554","12073","310264.0","94.58%","32.36%","25.56%","62.21%","69.01%","0.0%","6.9%","0.85%","0.0%","0.1%","45.69%","78.05%","0.0%","16.01%","83.08%","78.57%","77.2%","81.63%","83.08%","73.81%","32.29%","78.04%","45.75%","0.0%","10.108.200.141/180515/13/2018051513.1526361558.csv","2018-05-15 13:19:18","1970-01-01 08:00:00"
"25","26","40","2","10376","10376","10376","10376","2593","2593","42","42","10376","2","10346","10350","36","0","12","12","8","1","0","7","0","10","36","0","27","26","36","10","0","0","123","619","","7068","2566","3","578","","0","0","9795","30.0","0.29%","0.25%","0.24%","0.12%","0.12%","0.08%","0.01%","0.0%","0.07%","0.0%","0.1%","0.35%","0.0%","0.0%","100.0%","0.29%","0.35%","120.0%","126.67%","0.26%","0.25%","0.35%","0.1%","0.0%","10.108.200.141/180515/12/2018051512.1526361458.csv","2018-05-15 13:17:38","1970-01-01 08:00:00"
"123566","156955","431275","84892","465483","465483","465483","465483","453125","454237","452892","450999","465483","5913","11738","308528","351490","96358","296806","330193","16","33873","7419","14","484","201954","358909","0","324805","156547","358736","202189","0","0","16573","390837","81","3201","54791","383219","1439","","49","77225","3551","357387.0","97.48%","33.72%","26.55%","63.76%","70.94%","0.0%","7.28%","1.59%","0.0%","0.1%","43.39%","77.1%","0.0%","20.7%","78.76%","76.78%","75.51%","77.46%","78.77%","69.78%","33.63%","77.07%","43.44%","0.0%","10.108.200.141/180515/13/2018051513.1526361258.csv","2018-05-15 13:14:18","1970-01-01 08:00:00"
"22","23","40","6","16957","16957","16957","16957","2955","2955","45","45","16957","1","16927","16934","33","2","13","14","6","1","0","6","0","10","33","0","27","22","33","11","0","0","789","3820","","9420","2928","1","3784","4","0","0","13168","28.0","0.18%","0.14%","0.13%","0.08%","0.08%","0.04%","0.01%","0.0%","0.04%","0.0%","0.06%","0.19%","0.0%","0.01%","93.33%","0.17%","0.19%","110.0%","113.33%","0.16%","0.13%","0.19%","0.06%","0.0%","10.108.200.141/180515/12/2018051512.1526361193.csv","2018-05-15 13:13:13","1970-01-01 08:00:00"
"97242","123161","317519","38745","342089","342089","342089","342089","336795","337425","336750","336291","342089","5533","4871","218928","303860","27839","214069","239990","12","26388","1655","14","469","182354","305515","0","296907","122837","305472","182635","0","0","11496","301945","54","38","28556","310256","4","","65","31615","149","309379.0","98.58%","36.0%","28.43%","62.58%","70.15%","0.0%","7.71%","0.48%","0.0%","0.14%","53.31%","89.31%","0.0%","8.14%","91.74%","90.44%","88.82%","90.11%","91.75%","86.79%","35.91%","89.3%","53.39%","0.0%","10.108.200.141/180515/13/2018051513.1526361013.csv","2018-05-15 13:10:13","1970-01-01 08:00:00"
"5638","6613","53077","51543","72315","72315","72315","72315","54777","55203","51549","49620","72315","135","20563","65702","11624","40000","45146","46121","7","975","765","7","0","5776","12389","0","7237","6608","12385","5777","0","0","3609","26414","14","10387","31891","0","4830","2","0","53124","14359","11752.0","71.56%","9.14%","7.8%","62.43%","63.78%","0.01%","1.35%","1.06%","0.01%","0.0%","7.99%","17.13%","0.0%","55.31%","22.71%","16.25%","16.07%","22.46%","22.72%","10.01%","9.14%","17.13%","7.99%","0.0%","10.108.200.141/180515/12/2018051512.1526360923.csv","2018-05-15 13:08:43","1970-01-01 08:00:00"
"99946","126788","311371","17323","337604","337604","337604","337604","332543","332970","332498","332979","337604","2560","4674","210816","202034","128341","206147","232989","5","27291","15583","5","449","90829","217617","0","145561","126448","217119","90671","0","0","11355","308494","50","33","17672","328515","5","","37","8973","74","204589.0","98.62%","37.56%","29.6%","61.06%","69.01%","0.0%","8.08%","4.62%","0.0%","0.13%","26.9%","64.46%","0.0%","38.02%","61.45%","60.6%","59.84%","60.68%","61.45%","43.12%","37.45%","64.31%","26.86%","0.0%","10.108.200.141/180515/13/2018051513.1526360763.csv","2018-05-15 13:06:03","1970-01-01 08:00:00"
"5433","6441","51422","49643","70595","70595","70595","70595","52805","53333","49950","48020","70595","162","20346","64154","12115","37983","43819","44826","11","1008","769","10","0","6443","12884","0","7980","6436","12881","6445","0","0","3364","26255","28","11071","29877","3","4500","1","0","51453","14638","12266.0","71.18%","9.12%","7.7%","62.07%","63.5%","0.02%","1.43%","1.09%","0.01%","0.0%","9.13%","18.25%","0.0%","53.8%","24.41%","17.38%","17.16%","24.11%","24.43%","11.3%","9.12%","18.25%","9.13%","0.0%","10.108.200.141/180515/12/2018051512.1526360653.csv","2018-05-15 13:04:13","1970-01-01 08:00:00"
"90870","115252","285515","15312","309990","309990","309990","309990","305212","305640","305142","305643","309990","2481","4375","194738","189104","114038","190370","214751","7","24796","14059","6","414","87911","203163","0","139307","114894","202717","87823","0","0","10623","282414","52","78","16823","301376","1","","51","8456","106","191577.0","98.59%","37.18%","29.31%","61.41%","69.28%","0.0%","8.0%","4.54%","0.0%","0.13%","28.36%","65.54%","0.0%","36.79%","62.69%","61.8%","61.0%","61.88%","62.69%","44.94%","37.06%","65.39%","28.33%","0.0%","10.108.200.141/180515/13/2018051513.1526360498.csv","2018-05-15 13:01:38","1970-01-01 08:00:00"
"60853","76639","229329","65432","265197","265197","265197","265197","244609","245483","241355","239445","265197","2820","23255","188558","170709","68427","165316","181103","13","16049","3993","14","263","98063","174702","0","155149","76412","174592","98180","0","0","10424","197520","48","10604","46601","182929","4396","5","25","63303","14539","173515.0","91.23%","28.9%","22.95%","62.34%","68.29%","0.0%","6.05%","1.51%","0.01%","0.1%","36.98%","65.88%","0.0%","25.8%","71.72%","65.43%","64.37%","70.56%","71.72%","58.5%","28.81%","65.83%","37.02%","0.0%","10.108.200.141/180515/12/2018051512.1526360403.csv","2018-05-15 13:00:03","1970-01-01 08:00:00"
